Year,AdminCity,City,Population,Male,Female,Latitude,Longitude
2013,Dobrich,General Toshevo,6675,3288,3387,43.7,28.0333
2013,Dobrich,Dobrich,88807,42807,46000,43.5667,27.8333
2013,Dobrich,Kavarna,11321,5497,5824,43.4358,28.3386
2013,Dobrich,Tervel,5923,2905,3018,43.7472,27.41
2013,Dobrich,Shabla,3339,1642,1697,43.535,28.5339
2013,Kardzhali,Ardino,3462,1716,1746,41.5833,25.1333
2013,Kardzhali,Dzhebel,3149,1565,1584,41.4933,25.305
2013,Kardzhali,Krumovgrad,4888,2370,2518,41.4667,25.65
2013,Kardzhali,Kardzhali,43755,20986,22769,41.65,25.3667
2013,Kardzhali,Momchilgrad,7737,3827,3910,41.5258,25.4061
2013,Kyustendil,Bobovdol,5509,2965,2544,42.3522,23.0333
2013,Kyustendil,Boboshevo,1164,534,630,42.1461,23.0708
2013,Kyustendil,Dupnitsa,32369,15527,16842,42.2667,23.1167
2013,Kyustendil,Kocherinovo,2255,1069,1186,42.1167,23.0833
2013,Kyustendil,Kyustendil,42936,20669,22267,42.2833,22.6833
2013,Kyustendil,Rila,2332,1142,1190,42.13,23.3869
2013,Kyustendil,Sapareva Banya,3714,1838,1876,42.2889,23.2672
2013,Lovech,Apriltsi,2852,1372,1480,42.85,24.9167
2013,Lovech,Letnitsa,2597,1290,1307,43.2558,25.0639
2013,Lovech,Lovech,35254,17321,17933,43.1333,24.7167
2013,Lovech,Lukovit,8772,4301,4471,43.2,24.1667
2013,Lovech,Teteven,9443,4643,4800,42.9167,24.2667
2013,Lovech,Troyan,20536,9943,10593,42.89,24.7133
2013,Lovech,Ugarchin,2499,1231,1268,43.1,24.3167
2013,Lovech,Yablanitsa,2791,1405,1386,43.05,24.1
2013,Montana,Berkovitsa,12990,6328,6662,43.2392,23.1272
2013,Montana,Boychinovtsi,1446,737,709,43.4683,23.3044
2013,Montana,Brusartsi,1091,531,560,43.7,23.05
2013,Montana,Valchedram,3439,1664,1775,43.715,23.45
2013,Montana,Varshets,6071,2980,3091,43.1981,23.2875
2013,Montana,Lom,21787,10594,11193,43.8139,23.2369
2013,Montana,Montana,42426,20804,21622,43.4125,23.225
2013,Montana,Chiprovtsi,1776,874,902,43.3844,22.8822
2013,Pazardzhik,Batak,3121,1569,1552,41.9442,24.2181
2013,Pazardzhik,Belovo,3761,1814,1947,42.2122,24.015
2013,Pazardzhik,Bratsigovo,3983,1971,2012,42.0128,24.3742
2013,Pazardzhik,Velingrad,22165,10599,11566,42.0278,23.9908
2013,Pazardzhik,Vetren,3103,1548,1555,42.245,24.0894
2013,Pazardzhik,Kostandovo,4144,2076,2068,42.0656,24.0517
2013,Pazardzhik,Pazardzhik,70728,34302,36426,42.1922,24.3331
2013,Pazardzhik,Panagyurishte,17099,8433,8666,42.5,24.1833
2013,Pazardzhik,Peshtera,16557,8121,8436,42.0347,24.2994
2013,Pazardzhik,Rakitovo,8114,4006,4108,41.9878,24.0861
2013,Pazardzhik,Septemvri,7754,3822,3932,42.2167,24.1
2013,Pazardzhik,Strelcha,3945,1904,2041,42.5,24.3167
2013,Pazardzhik,Sarnitsa,3550,1799,1751,41.7858,24.015
2013,Pernik,Batanovtsi,2215,1099,1116,42.5539,23.0325
2013,Pernik,Breznik,4049,1985,2064,42.7394,22.9078
2013,Pernik,Zemen,1588,786,802,42.48,22.7489
2013,Pernik,Pernik,77382,37372,40010,42.6078,23.0375
2013,Pernik,Radomir,13951,6894,7057,42.5453,22.9775
2013,Pernik,Tran,2393,1190,1203,42.8342,22.6519
2013,Pleven,Belene,7997,4349,3648,43.6511,25.1133
2013,Pleven,Gulyantsi,3106,1511,1595,43.6486,24.7125
2013,Pleven,Dolna Mitropolia,2960,1438,1522,43.4667,24.5333
2013,Pleven,Dolni Dabnik,4070,1970,2100,43.4167,24.4333
2013,Pleven,Iskar,3037,1516,1521,43.4608,24.2686
2013,Pleven,Knezha,10110,4989,5121,43.5,24.0833
2013,Pleven,Koynare,3540,1758,1782,43.3667,24.0833
2013,Pleven,Levski,9601,4649,4952,43.4333,25.1333
2013,Pleven,Nikopol,3129,1545,1584,43.7081,24.8983
2013,Pleven,Pleven,103122,49661,53461,43.4167,24.6167
2013,Pleven,Pordim,1964,971,993,43.4167,24.9167
2013,Pleven,Slavyanovo,3772,1852,1920,43.3167,24.8667
2013,Pleven,Trastenik,4228,2073,2155,43.4833,24.55
2013,Pleven,Cherven Bryag,12309,6127,6182,43.2667,24.1
2013,Plovdiv,Asenovgrad,50186,24217,25969,42.0167,24.8667
2013,Plovdiv,Banya,3367,1586,1781,42.5,24.8333
2013,Plovdiv,Brezovo,1854,916,938,42.4833,25.0833
2013,Plovdiv,Kalofer,2932,1370,1562,42.6178,24.98
2013,Plovdiv,Karlovo,22656,10919,11737,42.6333,24.8
2013,Plovdiv,Klisura,1031,491,540,42.7,24.45
2013,Plovdiv,Krichim,8253,4085,4168,42.0333,24.4667
2013,Plovdiv,Kuklen,5816,2835,2981,42.0333,24.7833
2013,Plovdiv,Laki,2064,1055,1009,41.8167,24.8333
2013,Plovdiv,Perushtitsa,4960,2417,2543,42.0333,24.55
2013,Plovdiv,Plovdiv,341041,162664,178377,42.15,24.75
2013,Plovdiv,Parvomay,12983,6200,6783,42.1,25.2167
2013,Plovdiv,Rakovski,15016,7307,7709,42.2833,24.9333
2013,Plovdiv,Sadovo,2544,1269,1275,42.1333,24.8667
2013,Plovdiv,Sopot,8529,4137,4392,42.6667,24.75
2013,Plovdiv,Stamboliyski,11308,5472,5836,42.1333,24.5333
2013,Plovdiv,Saedinenie,5521,2717,2804,42.25,24.6
2013,Plovdiv,Hisarya,6852,3260,3592,42.5,24.7
2013,Razgrad,Zavet,2955,1477,1478,43.7333,26.5833
2013,Razgrad,Isperih,8602,4186,4416,43.7167,26.8333
2013,Razgrad,Kubrat,7046,3372,3674,43.8,26.5
2013,Razgrad,Loznitsa,2192,1079,1113,43.4333,26.6167
2013,Razgrad,Razgrad,32568,15396,17172,43.5333,26.5167
2013,Razgrad,Tsar Kaloyan,3614,1778,1836,43.6333,26.2333
2013,Ruse,Borovo,1954,970,984,43.5667,25.8167
2013,Ruse,Byala,8093,3990,4103,42.8833,27.8833
2013,Ruse,Byala,8093,3990,4103,43.4631,25.7214
2013,Ruse,Vetovo,4318,2167,2151,43.7,26.2667
2013,Ruse,Glodzhevo,3354,1674,1680,43.6833,26.5
2013,Ruse,Dve Mogili,4078,2025,2053,43.5,25.8833
2013,Ruse,Marten,3581,1796,1785,43.85,25.9333
2013,Ruse,Ruse,147817,71647,76170,43.8486,25.9534
2013,Ruse,Senovo,1353,667,686,43.6167,26.3167
2013,Ruse,Slivo pole,2927,1451,1476,43.85,26.2
2013,Ruse,Silistra,52118,25273,26845,44.1167,27.2667
2013,Ruse,Silistra,52118,25273,26845,44.1167,27.2667
2013,Ruse,Alfatar,1561,781,780,43.95,27.3
2013,Ruse,Glavinitsa,1521,730,791,43.9333,26.8333
2013,Ruse,Dulovo,6447,3193,3254,43.8333,27.1333
2013,Ruse,Silistra,34216,16469,17747,44.1167,27.2667
2013,Ruse,Silistra,34216,16469,17747,44.1167,27.2667
2013,Ruse,Tutrakan,8373,4100,4273,44.05,26.6167
2013,Sliven,Kermen,1671,841,830,42.6333,26.1333
2013,Sliven,Kotel,5564,2656,2908,42.8833,26.45
2013,Sliven,Nova Zagora,21929,10675,11254,42.4833,26.0167
2013,Sliven,Sliven,89723,43121,46602,42.6833,26.3167
2013,Sliven,Tvarditsa,5649,2875,2774,42.7167,26.0167
2013,Sliven,Shivachevo,3605,1789,1816,42.7,26.0667
2013,Smolyan,Devin,6618,3167,3451,41.7444,24.3978
2013,Smolyan,Dospat,2324,1132,1192,41.6436,24.1667
2013,Smolyan,Zlatograd,6867,3283,3584,41.3833,25.1
2013,Smolyan,Madan,5652,2821,2831,41.4833,24.9333
2013,Smolyan,Nedelino,4298,2101,2197,41.5167,25.1
2013,Smolyan,Rudozem,3610,1759,1851,41.4833,24.85
2013,Smolyan,Smolyan,29562,14221,15341,41.5739,24.7128
2013,Smolyan,Chepelare,5156,2540,2616,41.7269,24.6833
2013,Sofia (stolitsa),Bankya,11240,5483,5757,42.6983,23.1342
2013,Sofia (stolitsa),Buhovo,2727,1343,1384,42.7667,23.4667
2013,Sofia (stolitsa),Novi Iskar,14406,7080,7326,42.8022,23.3006
2013,Sofia (stolitsa),Sofia,1221292,582085,639207,42.6977,23.3219
2013,Sofia (oblast),Bozhurishte,5641,2721,2920,42.755,23.1897
2013,Sofia (oblast),Botevgrad,20103,9775,10328,42.9119,23.8106
2013,Sofia (oblast),Godech,4255,2122,2133,43.0122,23.0447
2013,Sofia (oblast),Dolna Banya,4497,2208,2289,42.3,23.7833
2013,Sofia (oblast),Dragoman,3308,1630,1678,42.9225,23.0464
2013,Sofia (oblast),Elin Pelin,6849,3338,3511,42.6667,23.6
2013,Sofia (oblast),Etropole,10018,4962,5056,42.8333,24.0
2013,Sofia (oblast),Zlatitsa,4936,2407,2529,42.7,24.1333
2013,Sofia (oblast),Ihtiman,13022,6471,6551,42.4333,23.8167
2013,Sofia (oblast),Koprivshtitsa,2287,1115,1172,42.6333,24.35
2013,Sofia (oblast),Kostenets,6502,3184,3318,42.3086,23.8578
2013,Sofia (oblast),Kostinbrod,11904,5804,6100,42.8136,23.2178
2013,Sofia (oblast),Momin prohod,1555,733,822,42.4,23.85
2013,Sofia (oblast),Pirdop,7263,3554,3709,42.7,24.1833
2013,Sofia (oblast),Pravets,3762,1904,1858,42.8986,23.9142
2013,Sofia (oblast),Samokov,26263,12691,13572,42.3378,23.5528
2013,Sofia (oblast),Svoge,8017,3986,4031,42.9597,23.3408
2013,Sofia (oblast),Slivnitsa,7379,3666,3713,42.8511,23.0356
2013,Stara Zagora,Gurkovo,2739,1378,1361,42.65,25.8167
2013,Stara Zagora,Galabovo,8006,4015,3991,42.1333,25.8667
2013,Stara Zagora,Kazanlak,46380,22323,24057,42.6167,25.4
2013,Stara Zagora,Kran,3251,1615,1636,42.6658,25.3738
2013,Stara Zagora,Maglizh,3221,1607,1614,42.6167,25.5667
2013,Stara Zagora,Nikolaevo,2746,1345,1401,42.6833,25.85
2013,Stara Zagora,Pavel Banya,2654,1235,1419,42.6167,25.2
2013,Stara Zagora,Radnevo,12501,6219,6282,42.3,25.9333
2013,Stara Zagora,Stara Zagora,137834,66508,71326,42.4258,25.6347
2013,Stara Zagora,Chirpan,15109,7418,7691,42.2,25.3333
2013,Stara Zagora,Shipka,1260,604,656,42.7167,25.3333
2013,Targovishte,Antonovo,1516,753,763,43.15,26.1667
2013,Targovishte,Omurtag,7576,3565,4011,43.1,26.4167
2013,Targovishte,Opaka,2727,1361,1366,43.45,26.1667
2013,Targovishte,Popovo,15148,7305,7843,43.35,26.2333
2013,Targovishte,Targovishte,36797,17716,19081,43.25,26.5833
2013,Haskovo,Dimitrovgrad,37381,18206,19175,42.0519,25.5897
2013,Haskovo,Ivaylovgrad,3584,1791,1793,41.5283,26.1256
2013,Haskovo,Lyubimets,7436,3715,3721,41.8333,26.0833
2013,Haskovo,Madzharovo,618,312,306,41.6292,25.8667
2013,Haskovo,Merichleri,1602,789,813,42.0,25.8
2013,Haskovo,Svilengrad,18064,8895,9169,41.7667,26.2
2013,Haskovo,Simeonovgrad,6526,3227,3299,42.0333,25.8333
2013,Haskovo,Topolovgrad,5287,2622,2665,42.0844,26.3386
2013,Haskovo,Harmanli,18147,8906,9241,41.9333,25.9
2013,Haskovo,Haskovo,74826,35840,38986,41.9333,25.5667
2013,Shumen,Veliki Preslav,7555,3692,3863,43.1667,26.8167
2013,Shumen,Varbitsa,3315,1618,1697,43.1667,26.5833
2013,Shumen,Kaolinovo,1470,753,717,43.3167,27.0167
2013,Shumen,Kaspichan,2987,1472,1515,43.3167,27.1667
2013,Shumen,Novi Pazar,11875,5747,6128,43.35,27.2
2013,Shumen,Pliska,887,431,456,43.3667,27.1167
2013,Shumen,Smyadovo,3736,1845,1891,43.0333,27.05
2013,Shumen,Shumen,79710,38155,41555,43.2714,26.9361
2013,Yambol,Bolyarovo,1172,576,596,42.1,26.8333
2013,Yambol,Elhovo,10124,4945,5179,42.1667,26.5667
2013,Yambol,Straldzha,5720,2875,2845,42.6,26.6833
2013,Yambol,Yambol,72159,35143,37016,42.4833,26.5
2014,Blagoevgrad,Bansko,8834,4300,4534,41.8383,23.488
2014,Blagoevgrad,Belitsa,3196,1525,1671,41.9494,23.5725
2014,Blagoevgrad,Blagoevgrad,70293,33423,36870,42.0167,23.1
2014,Blagoevgrad,Gotse Delchev,18814,9047,9767,41.5667,23.7333
2014,Blagoevgrad,Dobrinishte,2740,1328,1412,41.825,23.5594
2014,Blagoevgrad,Kresna,3422,1729,1693,41.73,23.1569
2014,Blagoevgrad,Melnik,209,105,104,41.5231,23.3925
2014,Blagoevgrad,Petrich,28431,13779,14652,41.3981,23.2072
2014,Blagoevgrad,Razlog,11744,5677,6067,41.8864,23.4678
2014,Blagoevgrad,Sandanski,25676,12404,13272,41.5667,23.2833
2014,Blagoevgrad,Simitli,6605,3316,3289,41.8936,23.1069
2014,Blagoevgrad,Hadzhidimovo,2595,1326,1269,41.5167,23.8667
2014,Blagoevgrad,Yakoruda,5544,2659,2885,42.02,23.6833
2014,Burgas,Aytos,19615,9525,10090,42.7,27.25
2014,Burgas,Aheloy,2384,1210,1174,42.6483,27.6494
2014,Burgas,Ahtopol,1290,633,657,42.1,27.95
2014,Burgas,Burgas,198725,95255,103470,42.4975,27.47
2014,Burgas,Bulgarovo,1619,808,811,42.65,27.3333
2014,Burgas,Kableshkovo,2908,1433,1475,42.6167,27.5667
2014,Burgas,Kameno,4231,2083,2148,42.5667,27.3667
2014,Burgas,Karnobat,17875,8668,9207,42.65,26.9833
2014,Burgas,Kiten,937,470,467,42.2344,27.7711
2014,Burgas,Malko Tarnovo,2239,1102,1137,41.9833,27.5333
2014,Burgas,Nesebar,11756,5678,6078,42.66,27.72
2014,Burgas,Obzor,2362,1186,1176,42.8167,27.8833
2014,Burgas,Pomorie,13662,6564,7098,42.55,27.65
2014,Burgas,Primorsko,2996,1483,1513,42.2667,27.75
2014,Burgas,Sveti Vlas,3405,1736,1669,42.7167,27.7667
2014,Burgas,Sozopol,4288,2094,2194,42.4167,27.7
2014,Burgas,Sredets,8831,4317,4514,42.3483,27.1933
2014,Burgas,Sungurlare,3077,1530,1547,42.7667,26.7833
2014,Burgas,Tsarevo,5998,2938,3060,42.17,27.85
2014,Burgas,Chernomorets,2079,1033,1046,42.45,27.64
2014,Varna,Aksakovo,7913,3915,3998,43.2592,27.8211
2014,Varna,Beloslav,7598,3795,3803,43.19,27.7
2014,Varna,Byala,2084,1057,1027,42.8833,27.8833
2014,Varna,Byala,2084,1057,1027,43.4631,25.7214
2014,Varna,Varna,335949,163011,172938,43.2167,27.9167
2014,Varna,Valchi Dol,3061,1486,1575,43.4,27.5333
2014,Varna,Devnya,7969,3947,4022,43.2222,27.57
2014,Varna,Dolni Chiflik,6544,3218,3326,42.9833,27.7333
2014,Varna,Dalgopol,4621,2307,2314,43.05,27.35
2014,Varna,Ignatievo,4005,1944,2061,43.3,27.7
2014,Varna,Provadia,12557,6192,6365,43.1833,27.4333
2014,Varna,Suvorovo,4537,2252,2285,43.33,27.6
2014,Veliko Tarnovo,Byala Cherkva,1768,865,903,43.15,25.3
2014,Veliko Tarnovo,Veliko Tarnovo,68676,32676,36000,43.0833,25.65
2014,Veliko Tarnovo,Gorna Oryahovitsa,30317,14601,15716,43.1278,25.7019
2014,Veliko Tarnovo,Debelets,3946,1916,2030,43.0333,25.6167
2014,Veliko Tarnovo,Dolna Oryahovitsa,2778,1345,1433,43.1167,25.7833
2014,Veliko Tarnovo,Elena,5212,2499,2713,42.9333,25.8833
2014,Veliko Tarnovo,Zlataritsa,2093,1044,1049,43.05,25.9
2014,Veliko Tarnovo,Kilifarevo,2196,1065,1131,42.9833,25.6333
2014,Veliko Tarnovo,Lyaskovets,7891,3774,4117,43.1111,25.7261
2014,Veliko Tarnovo,Pavlikeni,10075,4884,5191,43.2428,25.3219
2014,Veliko Tarnovo,Polski Trambesh,4106,2043,2063,43.3667,25.65
2014,Veliko Tarnovo,Svishtov,28163,13541,14622,43.6239,25.3531
2014,Veliko Tarnovo,Strazhitsa,4386,2166,2220,43.2333,25.9667
2014,Veliko Tarnovo,Suhindol,1720,851,869,43.1833,25.2
2014,Vidin,Belogradchik,4924,2433,2491,43.6278,22.6833
2014,Vidin,Bregovo,2366,1142,1224,44.15,22.65
2014,Vidin,Vidin,45327,22081,23246,43.99,22.8725
2014,Vidin,Gramada,1352,663,689,43.8742,22.6783
2014,Vidin,Dimovo,1133,559,574,43.7417,22.7283
2014,Vidin,Dunavtsi,2086,1022,1064,44.0,22.8667
2014,Vidin,Kula,2930,1416,1514,43.89,22.5217
2014,Vratsa,Byala Slatina,10631,5178,5453,43.4667,23.9333
2014,Vratsa,Vratsa,56517,27500,29017,43.21,23.5625
2014,Vratsa,Kozloduy,12606,6263,6343,43.7833,23.7333
2014,Vratsa,Krivodol,2879,1432,1447,43.3683,23.4936
2014,Vratsa,Mezdra,10176,4905,5271,43.15,23.7
2014,Vratsa,Mizia,2963,1491,1472,43.6867,23.8458
2014,Vratsa,Oryahovo,4734,2319,2415,43.7358,23.9619
2014,Vratsa,Roman,2686,1320,1366,43.1369,24.125
2014,Gabrovo,Gabrovo,56003,27038,28965,42.8747,25.3186
2014,Gabrovo,Dryanovo,7110,3422,3688,42.9747,25.4781
2014,Gabrovo,Plachkovtsi,1677,842,835,42.8333,25.4333
2014,Gabrovo,Sevlievo,21717,10549,11168,43.0275,25.1125
2014,Gabrovo,Tryavna,8897,4253,4644,42.8672,25.5008
2014,Dobrich,Balchik,11544,5733,5811,43.4072,28.1672
2014,Dobrich,General Toshevo,6551,3238,3313,43.7,28.0333
2014,Dobrich,Dobrich,87817,42211,45606,43.5667,27.8333
2014,Dobrich,Kavarna,11212,5441,5771,43.4358,28.3386
2014,Dobrich,Tervel,5862,2883,2979,43.7472,27.41
2014,Dobrich,Shabla,3270,1606,1664,43.535,28.5339
2014,Kardzhali,Ardino,3531,1762,1769,41.5833,25.1333
2014,Kardzhali,Dzhebel,3132,1551,1581,41.4933,25.305
2014,Kardzhali,Krumovgrad,4816,2329,2487,41.4667,25.65
2014,Kardzhali,Kardzhali,43668,20895,22773,41.65,25.3667
2014,Kardzhali,Momchilgrad,7727,3815,3912,41.5258,25.4061
2014,Kyustendil,Bobovdol,5382,2876,2506,42.3522,23.0333
2014,Kyustendil,Boboshevo,1168,538,630,42.1461,23.0708
2014,Kyustendil,Dupnitsa,31868,15300,16568,42.2667,23.1167
2014,Kyustendil,Kocherinovo,2184,1035,1149,42.1167,23.0833
2014,Kyustendil,Kyustendil,42266,20346,21920,42.2833,22.6833
2014,Kyustendil,Rila,2275,1109,1166,42.13,23.3869
2014,Kyustendil,Sapareva Banya,3682,1823,1859,42.2889,23.2672
2014,Lovech,Apriltsi,2813,1369,1444,42.85,24.9167
2014,Lovech,Letnitsa,2547,1262,1285,43.2558,25.0639
2014,Lovech,Lovech,34752,17035,17717,43.1333,24.7167
2014,Lovech,Lukovit,8689,4252,4437,43.2,24.1667
2014,Lovech,Teteven,9281,4534,4747,42.9167,24.2667
2014,Lovech,Troyan,20280,9808,10472,42.89,24.7133
2014,Lovech,Ugarchin,2479,1226,1253,43.1,24.3167
2014,Lovech,Yablanitsa,2756,1391,1365,43.05,24.1
2014,Montana,Berkovitsa,12726,6208,6518,43.2392,23.1272
2014,Montana,Boychinovtsi,1380,700,680,43.4683,23.3044
2014,Montana,Brusartsi,1061,516,545,43.7,23.05
2014,Montana,Valchedram,3393,1632,1761,43.715,23.45
2014,Montana,Varshets,5996,2954,3042,43.1981,23.2875
2014,Montana,Lom,21466,10429,11037,43.8139,23.2369
2014,Montana,Montana,41814,20453,21361,43.4125,23.225
2014,Montana,Chiprovtsi,1736,856,880,43.3844,22.8822
2014,Pazardzhik,Batak,3037,1527,1510,41.9442,24.2181
2014,Pazardzhik,Belovo,3676,1788,1888,42.2122,24.015
2014,Pazardzhik,Bratsigovo,3969,1957,2012,42.0128,24.3742
2014,Pazardzhik,Velingrad,21942,10460,11482,42.0278,23.9908
2014,Pazardzhik,Vetren,3010,1503,1507,42.245,24.0894
2014,Pazardzhik,Kostandovo,4104,2046,2058,42.0656,24.0517
2014,Pazardzhik,Pazardzhik,70321,34045,36276,42.1922,24.3331
2014,Pazardzhik,Panagyurishte,16868,8306,8562,42.5,24.1833
2014,Pazardzhik,Peshtera,16459,8057,8402,42.0347,24.2994
2014,Pazardzhik,Rakitovo,8066,3971,4095,41.9878,24.0861
2014,Pazardzhik,Septemvri,7658,3773,3885,42.2167,24.1
2014,Pazardzhik,Strelcha,3929,1890,2039,42.5,24.3167
2014,Pazardzhik,Sarnitsa,3521,1789,1732,41.7858,24.015
2014,Pernik,Batanovtsi,2188,1078,1110,42.5539,23.0325
2014,Pernik,Breznik,3999,1946,2053,42.7394,22.9078
2014,Pernik,Zemen,1648,825,823,42.48,22.7489
2014,Pernik,Pernik,76247,36787,39460,42.6078,23.0375
2014,Pernik,Radomir,13816,6818,6998,42.5453,22.9775
2014,Pernik,Tran,2356,1175,1181,42.8342,22.6519
2014,Pleven,Belene,7803,4240,3563,43.6511,25.1133
2014,Pleven,Gulyantsi,3062,1496,1566,43.6486,24.7125
2014,Pleven,Dolna Mitropolia,2912,1412,1500,43.4667,24.5333
2014,Pleven,Dolni Dabnik,3996,1924,2072,43.4167,24.4333
2014,Pleven,Iskar,2998,1489,1509,43.4608,24.2686
2014,Pleven,Knezha,9909,4880,5029,43.5,24.0833
2014,Pleven,Koynare,3479,1727,1752,43.3667,24.0833
2014,Pleven,Levski,9451,4572,4879,43.4333,25.1333
2014,Pleven,Nikopol,3109,1531,1578,43.7081,24.8983
2014,Pleven,Pleven,101978,49001,52977,43.4167,24.6167
2014,Pleven,Pordim,1951,970,981,43.4167,24.9167
2014,Pleven,Slavyanovo,3741,1836,1905,43.3167,24.8667
2014,Pleven,Trastenik,4196,2054,2142,43.4833,24.55
2014,Pleven,Cherven Bryag,12178,6057,6121,43.2667,24.1
2014,Plovdiv,Asenovgrad,49884,24020,25864,42.0167,24.8667
2014,Plovdiv,Banya,3339,1567,1772,42.5,24.8333
2014,Plovdiv,Brezovo,1814,893,921,42.4833,25.0833
2014,Plovdiv,Kalofer,2914,1358,1556,42.6178,24.98
2014,Plovdiv,Karlovo,22335,10735,11600,42.6333,24.8
2014,Plovdiv,Klisura,1022,487,535,42.7,24.45
2014,Plovdiv,Krichim,8190,4042,4148,42.0333,24.4667
2014,Plovdiv,Kuklen,5813,2839,2974,42.0333,24.7833
2014,Plovdiv,Laki,2037,1031,1006,41.8167,24.8333
2014,Plovdiv,Perushtitsa,4931,2398,2533,42.0333,24.55
2014,Plovdiv,Plovdiv,341567,162776,178791,42.15,24.75
2014,Plovdiv,Parvomay,12860,6131,6729,42.1,25.2167
2014,Plovdiv,Rakovski,14921,7247,7674,42.2833,24.9333
2014,Plovdiv,Sadovo,2502,1257,1245,42.1333,24.8667
2014,Plovdiv,Sopot,8469,4099,4370,42.6667,24.75
2014,Plovdiv,Stamboliyski,11213,5407,5806,42.1333,24.5333
2014,Plovdiv,Saedinenie,5506,2709,2797,42.25,24.6
2014,Plovdiv,Hisarya,6761,3200,3561,42.5,24.7
2014,Razgrad,Zavet,2894,1445,1449,43.7333,26.5833
2014,Razgrad,Isperih,8497,4140,4357,43.7167,26.8333
2014,Razgrad,Kubrat,6926,3311,3615,43.8,26.5
2014,Razgrad,Loznitsa,2157,1064,1093,43.4333,26.6167
2014,Razgrad,Razgrad,32220,15230,16990,43.5333,26.5167
2014,Razgrad,Tsar Kaloyan,3550,1745,1805,43.6333,26.2333
2014,Ruse,Borovo,1916,942,974,43.5667,25.8167
2014,Ruse,Byala,7959,3924,4035,42.8833,27.8833
2014,Ruse,Byala,7959,3924,4035,43.4631,25.7214
2014,Ruse,Vetovo,4256,2148,2108,43.7,26.2667
2014,Ruse,Glodzhevo,3291,1647,1644,43.6833,26.5
2014,Ruse,Dve Mogili,4027,1993,2034,43.5,25.8833
2014,Ruse,Marten,3539,1768,1771,43.85,25.9333
2014,Ruse,Ruse,147055,71315,75740,43.8486,25.9534
2014,Ruse,Senovo,1338,662,676,43.6167,26.3167
2014,Ruse,Slivo pole,2917,1441,1476,43.85,26.2
2014,Ruse,Silistra,51429,24868,26561,44.1167,27.2667
2014,Ruse,Silistra,51429,24868,26561,44.1167,27.2667
2014,Ruse,Alfatar,1509,742,767,43.95,27.3
2014,Ruse,Glavinitsa,1491,714,777,43.9333,26.8333
2014,Ruse,Dulovo,6472,3184,3288,43.8333,27.1333
2014,Ruse,Silistra,33683,16185,17498,44.1167,27.2667
2014,Ruse,Silistra,33683,16185,17498,44.1167,27.2667
2014,Ruse,Tutrakan,8274,4043,4231,44.05,26.6167
2014,Sliven,Kermen,1632,822,810,42.6333,26.1333
2014,Sliven,Kotel,5460,2613,2847,42.8833,26.45
2014,Sliven,Nova Zagora,21822,10621,11201,42.4833,26.0167
2014,Sliven,Sliven,89065,42768,46297,42.6833,26.3167
2014,Sliven,Tvarditsa,5663,2872,2791,42.7167,26.0167
2014,Sliven,Shivachevo,3634,1811,1823,42.7,26.0667
2014,Smolyan,Devin,6485,3101,3384,41.7444,24.3978
2014,Smolyan,Dospat,2294,1115,1179,41.6436,24.1667
2014,Smolyan,Zlatograd,6715,3190,3525,41.3833,25.1
2014,Smolyan,Madan,5587,2791,2796,41.4833,24.9333
2014,Smolyan,Nedelino,4185,2043,2142,41.5167,25.1
2014,Smolyan,Rudozem,3576,1738,1838,41.4833,24.85
2014,Smolyan,Smolyan,29124,13996,15128,41.5739,24.7128
2014,Smolyan,Chepelare,5084,2481,2603,41.7269,24.6833
2014,Sofia (stolitsa),Bankya,11359,5549,5810,42.6983,23.1342
2014,Sofia (stolitsa),Buhovo,2670,1318,1352,42.7667,23.4667
2014,Sofia (stolitsa),Novi Iskar,14356,7048,7308,42.8022,23.3006
2014,Sofia (stolitsa),Sofia,1228282,585833,642449,42.6977,23.3219
2014,Sofia (oblast),Bozhurishte,5622,2726,2896,42.755,23.1897
2014,Sofia (oblast),Botevgrad,19889,9635,10254,42.9119,23.8106
2014,Sofia (oblast),Godech,4188,2087,2101,43.0122,23.0447
2014,Sofia (oblast),Dolna Banya,4510,2209,2301,42.3,23.7833
2014,Sofia (oblast),Dragoman,3268,1605,1663,42.9225,23.0464
2014,Sofia (oblast),Elin Pelin,6878,3350,3528,42.6667,23.6
2014,Sofia (oblast),Etropole,9855,4860,4995,42.8333,24.0
2014,Sofia (oblast),Zlatitsa,4845,2365,2480,42.7,24.1333
2014,Sofia (oblast),Ihtiman,12930,6415,6515,42.4333,23.8167
2014,Sofia (oblast),Koprivshtitsa,2231,1096,1135,42.6333,24.35
2014,Sofia (oblast),Kostenets,6379,3117,3262,42.3086,23.8578
2014,Sofia (oblast),Kostinbrod,11788,5752,6036,42.8136,23.2178
2014,Sofia (oblast),Momin prohod,1515,710,805,42.4,23.85
2014,Sofia (oblast),Pirdop,7148,3488,3660,42.7,24.1833
2014,Sofia (oblast),Pravets,3723,1880,1843,42.8986,23.9142
2014,Sofia (oblast),Samokov,25967,12520,13447,42.3378,23.5528
2014,Sofia (oblast),Svoge,7875,3905,3970,42.9597,23.3408
2014,Sofia (oblast),Slivnitsa,7295,3620,3675,42.8511,23.0356
2014,Stara Zagora,Gurkovo,2705,1363,1342,42.65,25.8167
2014,Stara Zagora,Galabovo,7957,4020,3937,42.1333,25.8667
