Year,AdminCity,City,Population,Male,Female,Latitude,Longitude
2017,Varna,Suvorovo,4520,2250,2270,43.33,27.6
2017,Veliko Tarnovo,Byala Cherkva,1697,835,862,43.15,25.3
2017,Veliko Tarnovo,Veliko Tarnovo,68780,32732,36048,43.0833,25.65
2017,Veliko Tarnovo,Gorna Oryahovitsa,29173,14014,15159,43.1278,25.7019
2017,Veliko Tarnovo,Debelets,3831,1876,1955,43.0333,25.6167
2017,Veliko Tarnovo,Dolna Oryahovitsa,2656,1285,1371,43.1167,25.7833
2017,Veliko Tarnovo,Elena,4945,2350,2595,42.9333,25.8833
2017,Veliko Tarnovo,Zlataritsa,2088,1040,1048,43.05,25.9
2017,Veliko Tarnovo,Kilifarevo,2100,1031,1069,42.9833,25.6333
2017,Veliko Tarnovo,Lyaskovets,7574,3603,3971,43.1111,25.7261
2017,Veliko Tarnovo,Pavlikeni,9613,4648,4965,43.2428,25.3219
2017,Veliko Tarnovo,Polski Trambesh,3985,1980,2005,43.3667,25.65
2017,Veliko Tarnovo,Svishtov,26047,12640,13407,43.6239,25.3531
2017,Veliko Tarnovo,Strazhitsa,4279,2102,2177,43.2333,25.9667
2017,Veliko Tarnovo,Suhindol,1660,809,851,43.1833,25.2
2017,Vidin,Belogradchik,4611,2278,2333,43.6278,22.6833
2017,Vidin,Bregovo,2228,1073,1155,44.15,22.65
2017,Vidin,Vidin,42195,20452,21743,43.99,22.8725
2017,Vidin,Gramada,1296,661,635,43.8742,22.6783
2017,Vidin,Dimovo,1057,515,542,43.7417,22.7283
2017,Vidin,Dunavtsi,1916,924,992,44.0,22.8667
2017,Vidin,Kula,2697,1296,1401,43.89,22.5217
2017,Vratsa,Byala Slatina,9987,4841,5146,43.4667,23.9333
2017,Vratsa,Vratsa,53120,25586,27534,43.21,23.5625
2017,Vratsa,Kozloduy,12009,5933,6076,43.7833,23.7333
2017,Vratsa,Krivodol,2676,1313,1363,43.3683,23.4936
2017,Vratsa,Mezdra,9428,4538,4890,43.15,23.7
2017,Vratsa,Mizia,2727,1372,1355,43.6867,23.8458
2017,Vratsa,Oryahovo,4401,2163,2238,43.7358,23.9619
2017,Vratsa,Roman,2559,1247,1312,43.1369,24.125
2017,Gabrovo,Gabrovo,53063,25580,27483,42.8747,25.3186
2017,Gabrovo,Dryanovo,6723,3221,3502,42.9747,25.4781
2017,Gabrovo,Plachkovtsi,1519,761,758,42.8333,25.4333
2017,Gabrovo,Sevlievo,20654,10039,10615,43.0275,25.1125
2017,Gabrovo,Tryavna,8328,3962,4366,42.8672,25.5008
2017,Dobrich,Balchik,11232,5514,5718,43.4072,28.1672
2017,Dobrich,General Toshevo,6258,3057,3201,43.7,28.0333
2017,Dobrich,Dobrich,84502,40338,44164,43.5667,27.8333
2017,Dobrich,Kavarna,10873,5264,5609,43.4358,28.3386
2017,Dobrich,Tervel,5672,2784,2888,43.7472,27.41
2017,Dobrich,Shabla,3129,1552,1577,43.535,28.5339
2017,Kardzhali,Ardino,3919,1963,1956,41.5833,25.1333
2017,Kardzhali,Dzhebel,3137,1553,1584,41.4933,25.305
2017,Kardzhali,Krumovgrad,4678,2269,2409,41.4667,25.65
2017,Kardzhali,Kardzhali,43182,20567,22615,41.65,25.3667
2017,Kardzhali,Momchilgrad,7681,3769,3912,41.5258,25.4061
2017,Kyustendil,Bobovdol,5061,2671,2390,42.3522,23.0333
2017,Kyustendil,Boboshevo,1124,529,595,42.1461,23.0708
2017,Kyustendil,Dupnitsa,30165,14373,15792,42.2667,23.1167
2017,Kyustendil,Kocherinovo,2064,978,1086,42.1167,23.0833
2017,Kyustendil,Kyustendil,40226,19302,20924,42.2833,22.6833
2017,Kyustendil,Rila,2148,1041,1107,42.13,23.3869
2017,Kyustendil,Sapareva Banya,3541,1756,1785,42.2889,23.2672
2017,Lovech,Apriltsi,2555,1234,1321,42.85,24.9167
2017,Lovech,Letnitsa,2455,1211,1244,43.2558,25.0639
2017,Lovech,Lovech,32818,15902,16916,43.1333,24.7167
2017,Lovech,Lukovit,8416,4125,4291,43.2,24.1667
2017,Lovech,Teteven,8854,4319,4535,42.9167,24.2667
2017,Lovech,Troyan,19605,9419,10186,42.89,24.7133
2017,Lovech,Ugarchin,2400,1196,1204,43.1,24.3167
2017,Lovech,Yablanitsa,2587,1305,1282,43.05,24.1
2017,Montana,Berkovitsa,12171,5937,6234,43.2392,23.1272
2017,Montana,Boychinovtsi,1309,640,669,43.4683,23.3044
2017,Montana,Brusartsi,978,474,504,43.7,23.05
2017,Montana,Valchedram,3158,1498,1660,43.715,23.45
2017,Montana,Varshets,5668,2772,2896,43.1981,23.2875
2017,Montana,Lom,20148,9694,10454,43.8139,23.2369
2017,Montana,Montana,39595,19140,20455,43.4125,23.225
2017,Montana,Chiprovtsi,1594,789,805,43.3844,22.8822
2017,Pazardzhik,Batak,2857,1440,1417,41.9442,24.2181
2017,Pazardzhik,Belovo,3449,1692,1757,42.2122,24.015
2017,Pazardzhik,Bratsigovo,3813,1879,1934,42.0128,24.3742
2017,Pazardzhik,Velingrad,21429,10212,11217,42.0278,23.9908
2017,Pazardzhik,Vetren,2834,1400,1434,42.245,24.0894
2017,Pazardzhik,Kostandovo,4039,2001,2038,42.0656,24.0517
2017,Pazardzhik,Pazardzhik,68572,33054,35518,42.1922,24.3331
2017,Pazardzhik,Panagyurishte,16222,7973,8249,42.5,24.1833
2017,Pazardzhik,Peshtera,15986,7846,8140,42.0347,24.2994
2017,Pazardzhik,Rakitovo,7937,3900,4037,41.9878,24.0861
2017,Pazardzhik,Septemvri,7374,3626,3748,42.2167,24.1
2017,Pazardzhik,Strelcha,3781,1795,1986,42.5,24.3167
2017,Pazardzhik,Sarnitsa,3413,1726,1687,41.7858,24.015
2017,Pernik,Batanovtsi,2105,1039,1066,42.5539,23.0325
2017,Pernik,Breznik,3953,1904,2049,42.7394,22.9078
2017,Pernik,Zemen,1507,761,746,42.48,22.7489
2017,Pernik,Pernik,73638,35325,38313,42.6078,23.0375
2017,Pernik,Radomir,13110,6453,6657,42.5453,22.9775
2017,Pernik,Tran,2334,1167,1167,42.8342,22.6519
2017,Pleven,Belene,7266,3913,3353,43.6511,25.1133
2017,Pleven,Gulyantsi,2943,1433,1510,43.6486,24.7125
2017,Pleven,Dolna Mitropolia,2829,1394,1435,43.4667,24.5333
2017,Pleven,Dolni Dabnik,3879,1853,2026,43.4167,24.4333
2017,Pleven,Iskar,2893,1425,1468,43.4608,24.2686
2017,Pleven,Knezha,9479,4619,4860,43.5,24.0833
2017,Pleven,Koynare,3275,1638,1637,43.3667,24.0833
2017,Pleven,Levski,9012,4286,4726,43.4333,25.1333
2017,Pleven,Nikopol,2931,1443,1488,43.7081,24.8983
2017,Pleven,Pleven,97557,46531,51026,43.4167,24.6167
2017,Pleven,Pordim,1867,930,937,43.4167,24.9167
2017,Pleven,Slavyanovo,3591,1760,1831,43.3167,24.8667
2017,Pleven,Trastenik,4052,1999,2053,43.4833,24.55
2017,Pleven,Cherven Bryag,11417,5637,5780,43.2667,24.1
2017,Plovdiv,Asenovgrad,49042,23565,25477,42.0167,24.8667
2017,Plovdiv,Banya,3229,1499,1730,42.5,24.8333
2017,Plovdiv,Brezovo,1695,849,846,42.4833,25.0833
2017,Plovdiv,Kalofer,2792,1293,1499,42.6178,24.98
2017,Plovdiv,Karlovo,21381,10199,11182,42.6333,24.8
2017,Plovdiv,Klisura,948,433,515,42.7,24.45
2017,Plovdiv,Krichim,7991,3923,4068,42.0333,24.4667
2017,Plovdiv,Kuklen,5741,2802,2939,42.0333,24.7833
2017,Plovdiv,Laki,1886,954,932,41.8167,24.8333
2017,Plovdiv,Perushtitsa,4798,2359,2439,42.0333,24.55
2017,Plovdiv,Plovdiv,345213,164094,181119,42.15,24.75
2017,Plovdiv,Parvomay,12327,5849,6478,42.1,25.2167
2017,Plovdiv,Rakovski,14745,7158,7587,42.2833,24.9333
2017,Plovdiv,Sadovo,2452,1229,1223,42.1333,24.8667
2017,Plovdiv,Sopot,8237,3947,4290,42.6667,24.75
2017,Plovdiv,Stamboliyski,10930,5279,5651,42.1333,24.5333
2017,Plovdiv,Saedinenie,5442,2655,2787,42.25,24.6
2017,Plovdiv,Hisarya,6461,3060,3401,42.5,24.7
2017,Razgrad,Zavet,2756,1363,1393,43.7333,26.5833
2017,Razgrad,Isperih,8146,3967,4179,43.7167,26.8333
2017,Razgrad,Kubrat,6488,3094,3394,43.8,26.5
2017,Razgrad,Loznitsa,2077,1020,1057,43.4333,26.6167
2017,Razgrad,Razgrad,30921,14563,16358,43.5333,26.5167
2017,Razgrad,Tsar Kaloyan,3303,1617,1686,43.6333,26.2333
2017,Ruse,Borovo,1795,899,896,43.5667,25.8167
2017,Ruse,Byala,7610,3712,3898,42.8833,27.8833
2017,Ruse,Byala,7610,3712,3898,43.4631,25.7214
2017,Ruse,Vetovo,4200,2125,2075,43.7,26.2667
2017,Ruse,Glodzhevo,3189,1599,1590,43.6833,26.5
2017,Ruse,Dve Mogili,3848,1906,1942,43.5,25.8833
2017,Ruse,Marten,3426,1715,1711,43.85,25.9333
2017,Ruse,Ruse,144125,69966,74159,43.8486,25.9534
2017,Ruse,Senovo,1260,632,628,43.6167,26.3167
2017,Ruse,Slivo pole,2859,1425,1434,43.85,26.2
2017,Ruse,Silistra,48908,23452,25456,44.1167,27.2667
2017,Ruse,Silistra,48908,23452,25456,44.1167,27.2667
2017,Ruse,Alfatar,1419,693,726,43.95,27.3
2017,Ruse,Glavinitsa,1363,647,716,43.9333,26.8333
2017,Ruse,Dulovo,6378,3075,3303,43.8333,27.1333
2017,Ruse,Silistra,31891,15202,16689,44.1167,27.2667
2017,Ruse,Silistra,31891,15202,16689,44.1167,27.2667
2017,Ruse,Tutrakan,7857,3835,4022,44.05,26.6167
2017,Sliven,Kermen,1512,769,743,42.6333,26.1333
2017,Sliven,Kotel,5268,2511,2757,42.8833,26.45
2017,Sliven,Nova Zagora,20987,10167,10820,42.4833,26.0167
2017,Sliven,Sliven,87063,41583,45480,42.6833,26.3167
2017,Sliven,Tvarditsa,5643,2849,2794,42.7167,26.0167
2017,Sliven,Shivachevo,3636,1815,1821,42.7,26.0667
2017,Smolyan,Devin,6100,2907,3193,41.7444,24.3978
2017,Smolyan,Dospat,2137,1043,1094,41.6436,24.1667
2017,Smolyan,Zlatograd,6429,3039,3390,41.3833,25.1
2017,Smolyan,Madan,5368,2678,2690,41.4833,24.9333
2017,Smolyan,Nedelino,3910,1897,2013,41.5167,25.1
2017,Smolyan,Rudozem,3399,1671,1728,41.4833,24.85
2017,Smolyan,Smolyan,27851,13298,14553,41.5739,24.7128
2017,Smolyan,Chepelare,4839,2371,2468,41.7269,24.6833
2017,Sofia (stolitsa),Bankya,11239,5495,5744,42.6983,23.1342
2017,Sofia (stolitsa),Buhovo,2606,1290,1316,42.7667,23.4667
2017,Sofia (stolitsa),Novi Iskar,14012,6886,7126,42.8022,23.3006
2017,Sofia (stolitsa),Sofia,1238438,592089,646349,42.6977,23.3219
2017,Sofia (oblast),Bozhurishte,5551,2705,2846,42.755,23.1897
2017,Sofia (oblast),Botevgrad,19300,9277,10023,42.9119,23.8106
2017,Sofia (oblast),Godech,3987,1973,2014,43.0122,23.0447
2017,Sofia (oblast),Dolna Banya,4476,2188,2288,42.3,23.7833
2017,Sofia (oblast),Dragoman,3095,1495,1600,42.9225,23.0464
2017,Sofia (oblast),Elin Pelin,6864,3304,3560,42.6667,23.6
2017,Sofia (oblast),Etropole,9733,4880,4853,42.8333,24.0
2017,Sofia (oblast),Zlatitsa,4625,2248,2377,42.7,24.1333
2017,Sofia (oblast),Ihtiman,12692,6274,6418,42.4333,23.8167
2017,Sofia (oblast),Koprivshtitsa,2079,1018,1061,42.6333,24.35
2017,Sofia (oblast),Kostenets,6094,2953,3141,42.3086,23.8578
2017,Sofia (oblast),Kostinbrod,11455,5609,5846,42.8136,23.2178
2017,Sofia (oblast),Momin prohod,1424,672,752,42.4,23.85
2017,Sofia (oblast),Pirdop,6803,3284,3519,42.7,24.1833
2017,Sofia (oblast),Pravets,3624,1816,1808,42.8986,23.9142
2017,Sofia (oblast),Samokov,25218,12136,13082,42.3378,23.5528
2017,Sofia (oblast),Svoge,7587,3773,3814,42.9597,23.3408
2017,Sofia (oblast),Slivnitsa,7102,3542,3560,42.8511,23.0356
2017,Stara Zagora,Gurkovo,2735,1391,1344,42.65,25.8167
2017,Stara Zagora,Galabovo,7496,3784,3712,42.1333,25.8667
2017,Stara Zagora,Kazanlak,44760,21403,23357,42.6167,25.4
2017,Stara Zagora,Kran,3215,1587,1628,42.6658,25.3738
2017,Stara Zagora,Maglizh,3092,1543,1549,42.6167,25.5667
2017,Stara Zagora,Nikolaevo,2765,1363,1402,42.6833,25.85
2017,Stara Zagora,Pavel Banya,2545,1202,1343,42.6167,25.2
2017,Stara Zagora,Radnevo,11735,5817,5918,42.3,25.9333
2017,Stara Zagora,Stara Zagora,136307,65319,70988,42.4258,25.6347
2017,Stara Zagora,Chirpan,14246,6967,7279,42.2,25.3333
2017,Stara Zagora,Shipka,1182,569,613,42.7167,25.3333
2017,Targovishte,Antonovo,1432,708,724,43.15,26.1667
2017,Targovishte,Omurtag,7138,3353,3785,43.1,26.4167
2017,Targovishte,Opaka,2512,1248,1264,43.45,26.1667
2017,Targovishte,Popovo,14218,6813,7405,43.35,26.2333
2017,Targovishte,Targovishte,35446,16906,18540,43.25,26.5833
2017,Haskovo,Dimitrovgrad,34614,16661,17953,42.0519,25.5897
2017,Haskovo,Ivaylovgrad,3312,1649,1663,41.5283,26.1256
2017,Haskovo,Lyubimets,7030,3494,3536,41.8333,26.0833
2017,Haskovo,Madzharovo,584,292,292,41.6292,25.8667
2017,Haskovo,Merichleri,1491,707,784,42.0,25.8
2017,Haskovo,Svilengrad,17598,8705,8893,41.7667,26.2
2017,Haskovo,Simeonovgrad,6792,3369,3423,42.0333,25.8333
2017,Haskovo,Topolovgrad,4892,2387,2505,42.0844,26.3386
2017,Haskovo,Harmanli,19989,10122,9867,41.9333,25.9
2017,Haskovo,Haskovo,71214,33904,37310,41.9333,25.5667
2017,Shumen,Veliki Preslav,7178,3500,3678,43.1667,26.8167
2017,Shumen,Varbitsa,3320,1632,1688,43.1667,26.5833
2017,Shumen,Kaolinovo,1527,775,752,43.3167,27.0167
2017,Shumen,Kaspichan,2778,1349,1429,43.3167,27.1667
2017,Shumen,Novi Pazar,11373,5525,5848,43.35,27.2
2017,Shumen,Pliska,840,404,436,43.3667,27.1167
2017,Shumen,Smyadovo,3586,1752,1834,43.0333,27.05
2017,Shumen,Shumen,75837,36345,39492,43.2714,26.9361
2017,Yambol,Bolyarovo,1095,539,556,42.1,26.8333
2017,Yambol,Elhovo,9413,4577,4836,42.1667,26.5667
2017,Yambol,Straldzha,5647,2834,2813,42.6,26.6833
2017,Yambol,Yambol,68846,33343,35503,42.4833,26.5
2018,Blagoevgrad,Bansko,9062,4400,4662,41.8383,23.488
2018,Blagoevgrad,Belitsa,3024,1472,1552,41.9494,23.5725
2018,Blagoevgrad,Blagoevgrad,69178,32796,36382,42.0167,23.1
2018,Blagoevgrad,Gotse Delchev,18353,8703,9650,41.5667,23.7333
2018,Blagoevgrad,Dobrinishte,2633,1287,1346,41.825,23.5594
2018,Blagoevgrad,Kresna,3286,1657,1629,41.73,23.1569
2018,Blagoevgrad,Melnik,183,92,91,41.5231,23.3925
2018,Blagoevgrad,Petrich,27039,12899,14140,41.3981,23.2072
2018,Blagoevgrad,Razlog,11423,5489,5934,41.8864,23.4678
2018,Blagoevgrad,Sandanski,24908,11871,13037,41.5667,23.2833
2018,Blagoevgrad,Simitli,6334,3179,3155,41.8936,23.1069
2018,Blagoevgrad,Hadzhidimovo,2481,1245,1236,41.5167,23.8667
2018,Blagoevgrad,Yakoruda,5239,2519,2720,42.02,23.6833
2018,Burgas,Aytos,19327,9285,10042,42.7,27.25
2018,Burgas,Aheloy,2262,1149,1113,42.6483,27.6494
2018,Burgas,Ahtopol,1238,611,627,42.1,27.95
2018,Burgas,Burgas,202434,96201,106233,42.4975,27.47
2018,Burgas,Bulgarovo,1528,767,761,42.65,27.3333
2018,Burgas,Kableshkovo,2857,1420,1437,42.6167,27.5667
2018,Burgas,Kameno,4159,2032,2127,42.5667,27.3667
2018,Burgas,Karnobat,17216,8352,8864,42.65,26.9833
2018,Burgas,Kiten,932,460,472,42.2344,27.7711
2018,Burgas,Malko Tarnovo,2017,1025,992,41.9833,27.5333
2018,Burgas,Nesebar,13083,6233,6850,42.66,27.72
2018,Burgas,Obzor,2367,1218,1149,42.8167,27.8833
2018,Burgas,Pomorie,13655,6472,7183,42.55,27.65
2018,Burgas,Primorsko,2924,1461,1463,42.2667,27.75
2018,Burgas,Sveti Vlas,3767,1876,1891,42.7167,27.7667
2018,Burgas,Sozopol,4342,2099,2243,42.4167,27.7
2018,Burgas,Sredets,8614,4247,4367,42.3483,27.1933
2018,Burgas,Sungurlare,2978,1465,1513,42.7667,26.7833
2018,Burgas,Tsarevo,5772,2843,2929,42.17,27.85
2018,Burgas,Chernomorets,2094,1032,1062,42.45,27.64
2018,Varna,Aksakovo,7726,3793,3933,43.2592,27.8211
2018,Varna,Beloslav,7302,3663,3639,43.19,27.7
2018,Varna,Byala,2087,1048,1039,42.8833,27.8833
2018,Varna,Byala,2087,1048,1039,43.4631,25.7214
2018,Varna,Varna,336505,162584,173921,43.2167,27.9167
2018,Varna,Valchi Dol,2857,1392,1465,43.4,27.5333
2018,Varna,Devnya,7786,3879,3907,43.2222,27.57
2018,Varna,Dolni Chiflik,6378,3160,3218,42.9833,27.7333
2018,Varna,Dalgopol,4438,2223,2215,43.05,27.35
2018,Varna,Ignatievo,3955,1925,2030,43.3,27.7
2018,Varna,Provadia,12075,5909,6166,43.1833,27.4333
2018,Varna,Suvorovo,4487,2226,2261,43.33,27.6
2018,Veliko Tarnovo,Byala Cherkva,1669,820,849,43.15,25.3
2018,Veliko Tarnovo,Veliko Tarnovo,68859,32664,36195,43.0833,25.65
2018,Veliko Tarnovo,Gorna Oryahovitsa,28877,13871,15006,43.1278,25.7019
2018,Veliko Tarnovo,Debelets,3779,1857,1922,43.0333,25.6167
2018,Veliko Tarnovo,Dolna Oryahovitsa,2619,1266,1353,43.1167,25.7833
2018,Veliko Tarnovo,Elena,4848,2309,2539,42.9333,25.8833
2018,Veliko Tarnovo,Zlataritsa,2067,1027,1040,43.05,25.9
2018,Veliko Tarnovo,Kilifarevo,2083,1025,1058,42.9833,25.6333
2018,Veliko Tarnovo,Lyaskovets,7445,3542,3903,43.1111,25.7261
2018,Veliko Tarnovo,Pavlikeni,9462,4569,4893,43.2428,25.3219
2018,Veliko Tarnovo,Polski Trambesh,3905,1936,1969,43.3667,25.65
2018,Veliko Tarnovo,Svishtov,25062,12211,12851,43.6239,25.3531
2018,Veliko Tarnovo,Strazhitsa,4237,2079,2158,43.2333,25.9667
2018,Veliko Tarnovo,Suhindol,1623,792,831,43.1833,25.2
2018,Vidin,Belogradchik,4508,2204,2304,43.6278,22.6833
2018,Vidin,Bregovo,2170,1037,1133,44.15,22.65
2018,Vidin,Vidin,41583,20088,21495,43.99,22.8725
2018,Vidin,Gramada,1243,639,604,43.8742,22.6783
2018,Vidin,Dimovo,1029,511,518,43.7417,22.7283
2018,Vidin,Dunavtsi,1848,892,956,44.0,22.8667
2018,Vidin,Kula,2618,1256,1362,43.89,22.5217
2018,Vratsa,Byala Slatina,9856,4761,5095,43.4667,23.9333
2018,Vratsa,Vratsa,52617,25255,27362,43.21,23.5625
2018,Vratsa,Kozloduy,11851,5863,5988,43.7833,23.7333
2018,Vratsa,Krivodol,2626,1294,1332,43.3683,23.4936
2018,Vratsa,Mezdra,9255,4436,4819,43.15,23.7
2018,Vratsa,Mizia,2638,1320,1318,43.6867,23.8458
2018,Vratsa,Oryahovo,4318,2119,2199,43.7358,23.9619
2018,Vratsa,Roman,2534,1236,1298,43.1369,24.125
2018,Gabrovo,Gabrovo,52169,25076,27093,42.8747,25.3186
2018,Gabrovo,Dryanovo,6553,3141,3412,42.9747,25.4781
2018,Gabrovo,Plachkovtsi,1463,727,736,42.8333,25.4333
2018,Gabrovo,Sevlievo,20464,9897,10567,43.0275,25.1125
2018,Gabrovo,Tryavna,8151,3867,4284,42.8672,25.5008
2018,Dobrich,Balchik,11051,5391,5660,43.4072,28.1672
2018,Dobrich,General Toshevo,6155,3000,3155,43.7,28.0333
2018,Dobrich,Dobrich,83584,39850,43734,43.5667,27.8333
2018,Dobrich,Kavarna,10767,5200,5567,43.4358,28.3386
2018,Dobrich,Tervel,5623,2768,2855,43.7472,27.41
2018,Dobrich,Shabla,3079,1514,1565,43.535,28.5339
2018,Kardzhali,Ardino,4002,1991,2011,41.5833,25.1333
2018,Kardzhali,Dzhebel,3185,1562,1623,41.4933,25.305
2018,Kardzhali,Krumovgrad,4824,2336,2488,41.4667,25.65
2018,Kardzhali,Kardzhali,43263,20559,22704,41.65,25.3667
2018,Kardzhali,Momchilgrad,7742,3769,3973,41.5258,25.4061
2018,Kyustendil,Bobovdol,4927,2591,2336,42.3522,23.0333
2018,Kyustendil,Boboshevo,1100,524,576,42.1461,23.0708
2018,Kyustendil,Dupnitsa,29698,14127,15571,42.2667,23.1167
2018,Kyustendil,Kocherinovo,2041,971,1070,42.1167,23.0833
2018,Kyustendil,Kyustendil,39881,19176,20705,42.2833,22.6833
2018,Kyustendil,Rila,2096,1020,1076,42.13,23.3869
2018,Kyustendil,Sapareva Banya,3487,1733,1754,42.2889,23.2672
2018,Lovech,Apriltsi,2497,1198,1299,42.85,24.9167
2018,Lovech,Letnitsa,2446,1213,1233,43.2558,25.0639
2018,Lovech,Lovech,32363,15623,16740,43.1333,24.7167
2018,Lovech,Lukovit,8336,4058,4278,43.2,24.1667
2018,Lovech,Teteven,8675,4233,4442,42.9167,24.2667
2018,Lovech,Troyan,19352,9323,10029,42.89,24.7133
2018,Lovech,Ugarchin,2354,1178,1176,43.1,24.3167
2018,Lovech,Yablanitsa,2566,1285,1281,43.05,24.1
2018,Montana,Berkovitsa,12037,5860,6177,43.2392,23.1272
2018,Montana,Boychinovtsi,1270,625,645,43.4683,23.3044
2018,Montana,Brusartsi,941,457,484,43.7,23.05
2018,Montana,Valchedram,3109,1479,1630,43.715,23.45
2018,Montana,Varshets,5513,2701,2812,43.1981,23.2875
2018,Montana,Lom,19754,9505,10249,43.8139,23.2369
2018,Montana,Montana,39240,18907,20333,43.4125,23.225
2018,Montana,Chiprovtsi,1548,760,788,43.3844,22.8822
2018,Pazardzhik,Batak,2790,1395,1395,41.9442,24.2181
2018,Pazardzhik,Belovo,3374,1653,1721,42.2122,24.015
2018,Pazardzhik,Bratsigovo,3733,1843,1890,42.0128,24.3742
2018,Pazardzhik,Velingrad,21256,10089,11167,42.0278,23.9908
2018,Pazardzhik,Vetren,2782,1377,1405,42.245,24.0894
2018,Pazardzhik,Kostandovo,4020,2004,2016,42.0656,24.0517
2018,Pazardzhik,Pazardzhik,68194,32826,35368,42.1922,24.3331
2018,Pazardzhik,Panagyurishte,16053,7891,8162,42.5,24.1833
2018,Pazardzhik,Peshtera,15837,7751,8086,42.0347,24.2994
2018,Pazardzhik,Rakitovo,7913,3889,4024,41.9878,24.0861
2018,Pazardzhik,Septemvri,7312,3579,3733,42.2167,24.1
2018,Pazardzhik,Strelcha,3758,1786,1972,42.5,24.3167
2018,Pazardzhik,Sarnitsa,3392,1707,1685,41.7858,24.015
2018,Pernik,Batanovtsi,2058,1017,1041,42.5539,23.0325
2018,Pernik,Breznik,3928,1899,2029,42.7394,22.9078
2018,Pernik,Zemen,1474,744,730,42.48,22.7489
2018,Pernik,Pernik,73111,35046,38065,42.6078,23.0375
2018,Pernik,Radomir,12951,6340,6611,42.5453,22.9775
2018,Pernik,Tran,2338,1169,1169,42.8342,22.6519
2018,Pleven,Belene,7063,3790,3273,43.6511,25.1133
2018,Pleven,Gulyantsi,2898,1410,1488,43.6486,24.7125
2018,Pleven,Dolna Mitropolia,2790,1371,1419,43.4667,24.5333
2018,Pleven,Dolni Dabnik,3820,1828,1992,43.4167,24.4333
2018,Pleven,Iskar,2835,1392,1443,43.4608,24.2686
2018,Pleven,Knezha,9366,4559,4807,43.5,24.0833
2018,Pleven,Koynare,3222,1605,1617,43.3667,24.0833
2018,Pleven,Levski,8869,4201,4668,43.4333,25.1333
2018,Pleven,Nikopol,2882,1414,1468,43.7081,24.8983
2018,Pleven,Pleven,96610,45972,50638,43.4167,24.6167
2018,Pleven,Pordim,1810,895,915,43.4167,24.9167
2018,Pleven,Slavyanovo,3549,1724,1825,43.3167,24.8667
2018,Pleven,Trastenik,4016,1970,2046,43.4833,24.55
2018,Pleven,Cherven Bryag,11275,5553,5722,43.2667,24.1
2018,Plovdiv,Asenovgrad,48719,23443,25276,42.0167,24.8667
2018,Plovdiv,Banya,3194,1470,1724,42.5,24.8333
2018,Plovdiv,Brezovo,1653,830,823,42.4833,25.0833
2018,Plovdiv,Kalofer,2746,1273,1473,42.6178,24.98
2018,Plovdiv,Karlovo,21172,10081,11091,42.6333,24.8
2018,Plovdiv,Klisura,925,423,502,42.7,24.45
2018,Plovdiv,Krichim,7906,3891,4015,42.0333,24.4667
2018,Plovdiv,Kuklen,5746,2812,2934,42.0333,24.7833
2018,Plovdiv,Laki,1852,929,923,41.8167,24.8333
2018,Plovdiv,Perushtitsa,4766,2348,2418,42.0333,24.55
2018,Plovdiv,Plovdiv,346893,164739,182154,42.15,24.75
2018,Plovdiv,Parvomay,12120,5729,6391,42.1,25.2167
2018,Plovdiv,Rakovski,14731,7144,7587,42.2833,24.9333
2018,Plovdiv,Sadovo,2439,1221,1218,42.1333,24.8667
2018,Plovdiv,Sopot,8197,3917,4280,42.6667,24.75
2018,Plovdiv,Stamboliyski,10846,5226,5620,42.1333,24.5333
2018,Plovdiv,Saedinenie,5396,2628,2768,42.25,24.6
2018,Plovdiv,Hisarya,6362,3006,3356,42.5,24.7
2018,Razgrad,Zavet,2709,1333,1376,43.7333,26.5833
2018,Razgrad,Isperih,8086,3929,4157,43.7167,26.8333
2018,Razgrad,Kubrat,6362,3050,3312,43.8,26.5
2018,Razgrad,Loznitsa,2036,993,1043,43.4333,26.6167
2018,Razgrad,Razgrad,30575,14399,16176,43.5333,26.5167
2018,Razgrad,Tsar Kaloyan,3234,1573,1661,43.6333,26.2333
2018,Ruse,Borovo,1759,887,872,43.5667,25.8167
2018,Ruse,Byala,7459,3628,3831,42.8833,27.8833
2018,Ruse,Byala,7459,3628,3831,43.4631,25.7214
2018,Ruse,Vetovo,4103,2084,2019,43.7,26.2667
2018,Ruse,Glodzhevo,3171,1587,1584,43.6833,26.5
2018,Ruse,Dve Mogili,3755,1862,1893,43.5,25.8833
2018,Ruse,Marten,3403,1703,1700,43.85,25.9333
2018,Ruse,Ruse,142902,69335,73567,43.8486,25.9534
2018,Ruse,Senovo,1231,617,614,43.6167,26.3167
2018,Ruse,Slivo pole,2851,1410,1441,43.85,26.2
2018,Ruse,Silistra,48382,23147,25235,44.1167,27.2667
2018,Ruse,Silistra,48382,23147,25235,44.1167,27.2667
2018,Ruse,Alfatar,1395,686,709,43.95,27.3
2018,Ruse,Glavinitsa,1341,636,705,43.9333,26.8333
2018,Ruse,Dulovo,6434,3099,3335,43.8333,27.1333
2018,Ruse,Silistra,31468,14967,16501,44.1167,27.2667
2018,Ruse,Silistra,31468,14967,16501,44.1167,27.2667
2018,Ruse,Tutrakan,7744,3759,3985,44.05,26.6167
2018,Sliven,Kermen,1488,744,744,42.6333,26.1333
2018,Sliven,Kotel,5186,2467,2719,42.8833,26.45
2018,Sliven,Nova Zagora,20681,9998,10683,42.4833,26.0167
